text,author,date,like
"I live in Ukraine, and we have a war, only after losing something you can understand how dear it was to you, appreciate the silence",ФИКС,9 ay önce,20
"Lydia i love you and your family (Ali and the boys and Queen Lumi) it’s a combination of things and people want the fruit,but most won’t put in the work it actually takes to make it as far as you have. Let them that don’t like it kick rocks in flip flops!",Deidra Scott,9 ay önce,0
So well said! I find society today can be so triggered when majority of the time that thing that triggers them is a misconstrued aspect of what was said or a personal insecurity. Everyone has the ability to change to their reality… it’s definitely a mindset thing.,Becky Collins,9 ay önce,2
"I love your rants Lydia, it really brings perspective and depth to spaces and topics that are often left untouched. ",Sonja Lovig,9 ay önce,0
"Lydia your correct everyone is capable of creating a life they love. You don’t need a lot of money to do this. It takes some creativity, self reflection, and the ability to find joy in the small everyday things.",Norma Zinicola,9 ay önce,1
"Lydia, I agree 100%, it is in their limited thoughts or mindsets. I was inspired by your veg truck. I started my ""veggie"" garden in little pots and now, I have a little garden. I used to think it was unachievable. But I watched one of your videos when you found your life coach. The lessons you relayed was such an aha moment for me. Just keep being you!!! You are conscious of what you say and how you say it. We love you ",Teresa Rodrigues,9 ay önce,0
"I can understand your point of view and to an extent I agree but just having a ""good mindset"" is not enough. We are three siblings and my family struggled financially for years since we were very young, to the point my mother couldn't afford to buy herself the things she wanted because then she wouldn't be able to provide for us. I don't struggle financially nowadays, I have an stable job, etc but I am still very very aware of the money I am spending, because I know what it feels like to not have it so no, I don't think ""a good mindset"" is everything, I don't think ""a good mindset"" would have helped my mother's bank account. Sometimes you just can't do the things you would love to, and although it's extremely sad, that's the reality of the world we live in",Minjitaro,9 ay önce (düzenlendi),66
Please don’t ever make excuses for your lifestyle. Watching the changes that have happened in your life and lifestyle are completely inspiring and motivating!!!  Please keep sharing and motivating.  Thank you for sharing.,Keys Jenn,9 ay önce,0
I am so looking forward to your vlogs every week. Thank you for sharing your content. So inspiring and feel good.,Mariane Illidge,9 ay önce,0
Stay on your journey we're having fun enjoy,Carol Little,8 ay önce,0
"You’re a very good person Lydia! I started following you years ago because of your fashion videos, we all grew through the years and now we all love this English countryside grandma vibes you grew beautifully and I really loved your talk at the end of your video!",Bebeposhe,9 ay önce,2
"You deserve the success and money you are making, no doubt about it. You are working hard to get what you want. However sometimes we can feel disconnected from you because we cannot afford the same things even if we wished are try. You are also correct we are not competing against each other and mindsetbis important.",elodie r.n,9 ay önce,0
"I agree with everything you said in your sit down! I think the internet is full of trolls, and envy. I don’t have your same life style, but I love my life and get a lot of enrichment and enjoyment and inspiration from your videos!",Catherine Flores,9 ay önce,0
"Just wanted to say I truly enjoy your videos. You create such positive and beautiful content. You should not have to defend yourself for that.
You should know that you inspire a lot of people with your attention to detail, your passion for beauty and your warmth and you truly do not need money for that.",Anika Schinko,9 ay önce,4
"lydia your beautiful inside & out.... a positive and inspirational role model, elegant, thoughtful, responsible, caring, genuine, down to earth.....thank you for being you :) xxx",kelly Burns,9 ay önce,0
"Where there is a will, there is a way. Thank you for your inspiration. Great video.",Veronika Jelenc,9 ay önce,1
thank you Lydia I enjoyed this series love the skin care love the white dress you wore to London thank you for inspiring me.,Novlet Mckoy,9 ay önce,0
"Hi , you are my recent discovery , I really liked your YouTube channel I have to admit that watching you improves my mood You are very positive, you are full of inspiration probably not only for me, I also love dresses and this style, I like to buy an old piece of furniture and transform it into my style, and  comments what you talk about I think that those sad people who write bad things are unhappy and maybe they write with jealousy, my life doesn’t look like yours but that's not the point  I have a family and we rent a house, but I take care of the house as if it were my own and I draw inspiration from channels like yours and I do not judge people who show their lives  on YouTube because that's their life",maya s,4 ay önce,0
"I love watching you and seeing all the great things you do and have.  It makes me so happy for you and for me being able to watch you, your furry babies and Ali!!!!️
I like trying new things and can’t afford all the purses and shoes at high end but I get Lipstick and perfume that helps me feel wonderful!!",Christine Lewis,9 ay önce (düzenlendi),1
"You are inspirational to… Your words I feel come from your heart , this is a gift and thanks for being you xxxx",Karen Curtis,9 ay önce,5
Putting out into the universe. Lydia needs a tv show love this ideas.   Fingers crossed ,Helen Fellows,9 ay önce,0
The green dress is stunning on you. I vote that for the wedding!!,E.B M.,9 ay önce,1
