text,author,date,like
"Wow, that looks amazing, congrats! Be safe with that crazy fast car ;)",Molly Fitz Brown,9 ay önce,0
Imagine being able to impulse buy a Tesla… that’s the life ,Hunter Elliott,6 ay önce,0
CONGRATULATIONS!!!! I picked up my brand new car a month ago today! So I know how good it feels to get a brand new car!!! Drive safe & ENJOY! ,Freddie Sheekey,9 ay önce,3
"I would love for you to do a review of your car a year of experience driving it, like pros and cons. It would be great feedback as buyers will know what to look out for. xoxo",Kerry Ko,9 ay önce,1
so exited for you!!! Welcome to the Tesla club we’ve been expecting you ,Jackson Hunt,9 ay önce,0
I felt the same way when I bought my Model Y...and was surprised when it only took me 2 days....but this takes the cake...Plaid and in 2 hours!,Len Imbery,9 ay önce,0
"Heartiest congratulations Justine, ",Aditya Shrivastava,9 ay önce,2
I love the look of the Model Y because of the bubbly and tiny design but holy shit the Plaid is Sickk,James TL,8 ay önce,0
"I DONT KNOW BUY IM CRYING RIGHT NOW, I always watch Justine video (been follower ever since ) SHE DESERVES THIS ️ my firsttime crying over a YouTubers vlog. I LOVE YOU JUSTINE ️ GOD BLESS YOU.",RoseMary Gorman,9 ay önce,8
The one thing that really stoked Justine's fire to buy her new Tesla was the fact that the cars looked like little marshmallows in the car's monitor.,Fuzzy Stripetail,9 ay önce,2
"Congratulations, Justine!

Although....I thought by now you'd already had one, or just didn't want one.",JunkionMarnot2005,9 ay önce,0
Congrats on your new tesla u deserve all the best and great video justine funny thumbs up,Jamal Shedid,9 ay önce,0
I love this for you Justine! Congratulations!!,Brittany Epelle,9 ay önce,0
The feeling og owning the greatest EV car in the world. Tesla brand the best #1,IvanPlayStation4LiFe,9 ay önce,2
"Hello,      As an old man in his late 70 's and a huge Elon Musk fan, I am so thrilled and so excited for you!    Congratulations, you deserve this!    I am grateful to you for your attention and your time in creating/producing/editing your phenominal videos!",obasaar68,9 ay önce,11
"iJustine would be a great friend like being one of the guy,  She really enjoy technology in general, dude that's soo awesome and fun to watch! ",Rodrigo Sosa,9 ay önce (düzenlendi),0
"I bought my Tesla 3 months ago. Before buying my Tesla car, i was test driving a lot of EVs from other manufacturers. When i did get the chance to drive a Model 3 and the Model Y, i immediately was impressed to see how much better a Tesla is in comparison to other cars. Light years ahead. Its not only a car. For me it was the same feeling like switching from an old phone to a smartphone.",Bladerunner2049,9 ay önce,2
"I was a bit down but then I saw you got a new video, after I watched it I got completly hyped up.
Your video are always so good to bring you in a good mood",Ossip De Buysser,9 ay önce,1
